trade_id,symbol,signal_type,entry_ts,close_reason,signal_price,entry_price,exit_price,price_change_at_entry,pnl_pct,ml_label,signal_score,final_score,min_score_at_entry,entry_mode,triggered_count,entry_delay_sec,f_rsi,f_vwap_extension,f_volume_zscore,f_trade_imbalance,f_large_buy_cluster,f_price_acceleration,f_consecutive_greens,f_ob_bid_thinning,f_spread_expansion,f_momentum_loss,f_upper_wick,f_funding_rate,f_rsi_5m,f_large_sell_cluster,f_cvd_divergence,f_liquidation_cascade,realized_vol_1h,volume_24h_usdt,price_change_5m,price_change_1h,spread_pct,bid_depth_change_5m,btc_change_15m,funding_rate_at_signal,oi_change_pct_at_signal,trend_strength_1h
71,UAIUSDT,overheated,2026-04-13 03:23:00.86171+00,sl_hit,0.23713,0.23705,0.23965,-0.03373676886096096,-10.968150179287033,0,51.49214126034563,50.1,45,,7,60,69.25030110674066,0.519201636492399,2.0008030185543584,0,9,-0.1139029940021944,1,0,0,0,0.8695652173912991,5e-05,67.2761977401849,13,1,0.796,0.18762807872624543,0,0.8377275046776661,1.97072072072072,0,0,-0.02041080618461504,5e-05,-0.04973096597390127,-1
1,TRUUSDT,overheated,2026-04-12 07:32:20.585175+00,sl_hit,0.011574,0.011587,0.011659,0.11232071885260808,-6.213860360749042,0,53.93525809273841,,50,direct,7,15,76.49479856609788,5.079950873566893,2.3546451067848366,0,23,2.9472551713651716,3,0,0,0,0.046511627906978034,0,76.51420565569559,77,-0,0.3829396325459317,1.2246737670567218,20792411.534,0,,0,0,-0.010194747610173674,,-0.5023999669905812,-0.3
73,BLESSUSDT,early_warning,2026-04-13 04:19:25.472474+00,sl_hit,0.009391,0.009399,0.009493,0.08518794590564718,-10.001063942972692,0,48.55393800130473,49.7,45,,7,60,79.18919542184726,1.3867173481363715,0,0,18,-0.28551473162087426,6,0,0,0,0,0.00028918,67.3081815629681,45,1,0.5881234568149465,0.2950307370037627,0,1.1416262789445364,4.646215853112389,0,0,0.02496213371243572,0.00028918,-0.08186059195533188,-1
70,BANUSDT,overheated,2026-04-13 02:49:39.833211+00,tp_hit,0.08045,0.0804,0.07942,-0.06215040397761902,12.189054726368093,1,48.87183645682424,47.1,45,,7,60,69.92418968764115,0.4877338379452156,3.6498636657287484,0.566670368606065,80,0.18060674871541266,2,0,0,0,1.2580645161290742,0.00017113,68.68998314648492,8,-0,0.6835181818648919,0.3486345898994133,0,0.7892758707090851,2.6151294808011176,0,0,-0.032382963745160157,0.00017113,0.12404278221461805,-1
34,HYPEUSDT,overheated,2026-04-12 16:35:33.352867+00,tp_hit,41.224,41.297,40.872,0.17708131185717155,10.291304453107905,1,50.195922852219546,54.2,45,,7,60,75.08728334379418,0.2718623876635128,4.5169710251642305,0.3963108745827349,65,-0.012695281008878536,3,0,0,0,1.7499999999988898,0.0001,75.44218495803335,35,-1,0.762041884816754,0.07062471070868775,147279324.0838,0,1.1973250725279094,0,0,-0.003103474057068782,0.0001,0.22268425379279097,-1
33,CHILLGUYUSDT,overheated,2026-04-12 16:22:08.664712+00,tp_hit,0.013222,0.013192,0.013036,-0.22689456965662366,11.825348696179494,1,45.834836811259166,49.1,45,,6,60,66.18459158694345,0.1224996119948093,2.531998763476966,0.4723849044704607,47,0.4262056200547517,3,0,0,0,1.1698113207547256,5e-05,60.70996596152331,11,-0,0.4342105263157895,0.13746494893990685,0,0.2350087180653459,1.007172287501909,0,0,0.08513221612006454,5e-05,0.20428320718183646,-0.3
63,VVVUSDT,early_warning,2026-04-13 01:38:09.671954+00,tp_hit,8.2706,8.2757,8.1882,0.06166420815902774,10.573123723672964,1,45.028074866310114,45.1,45,,7,60,80.98309873179214,0.6364366336354621,0.3129105563977824,0.6290335128330544,46,-0.13563196932105623,6,0,0,0,1.1470588235293273,5e-05,71.22756222210589,8,-0,0.3409090909090909,0.14651460592735402,0,1.145911042081964,2.1503118631507347,0,0,-0.07325780701839497,5e-05,0.09500932156074662,-1
66,PLAYSOUTUSDT,overheated,2026-04-13 01:54:15.197009+00,tp_hit,0.08229,0.08232,0.08147,0.036456434560702695,10.325558794946591,1,47.54335864885071,45.7,45,,6,60,69.88668772505216,1.1895864971958339,2.596350289377628,0.5449862671743063,18,0.7362126470035796,1,0,0,0,0,5e-05,68.43024931182777,6,-0,0.43999999999999995,0.40783352864865097,0,1.6427865612648191,2.4782067247820745,0,0,-0.07489689381644346,5e-05,-0.06468458456527072,-0.3
68,KITEUSDT,overheated,2026-04-13 02:05:16.823055+00,tp_hit,0.13428,0.13427,0.13257,-0.007447125409599345,12.66105608103081,1,51.811905478598824,51.1,45,,8,60,65.96416553215802,0.6779670786776745,2.9033577953337613,0.500237603022202,54,0.21517627208729634,1,0,0,0,0.2941176470588667,5e-05,70.65486738661119,14,-0,0.7375,0.20985260706936248,7805067.0497,0.7351837959489937,2.6176808266360556,0,0,-0.00028106151311867205,5e-05,0.46953627744128096,-1
67,ICPUSDT,overheated,2026-04-13 02:04:00.012269+00,expired,2.43,2.428,2.435,-0.0823045267489804,-2.88303130148275,0,46.86411337559502,52.2,45,,7,60,79.68652482083957,0.17824297084307045,1.901447319542829,0.4637920196441385,17,0.008189601423859806,2,0,0,0,0,0.0001,66.33744594823389,7,-0,0.6202309836718304,0.04256923822245869,0,0.33030553261767165,0.4135649296939531,0,0,-0.043405277463662725,0.0001,-0.023568011196717947,0.3
72,COMPUSDT,overheated,2026-04-13 04:13:44.516635+00,sl_hit,20.2,20.225,20.43,0.12376237623763432,-10.135970333745279,0,48.33256003838442,45.5,45,,7,60,68.81528813210497,0.1583169955355244,1.7648362637028592,0,11,0.09915972149514037,2,0,0,0,0.8888888888889547,0,47.08583324431484,21,1,0.5328707834442297,0.08461572607645229,0,0.06439787982363958,0.30808984297356967,0,0,0.06643159379408438,-0.00042494,0.07560091844346391,-0.3
75,IDUSDT,overheated,2026-04-13 05:56:28.37443+00,tp_hit,0.03261,0.03263,0.03229,0.06133088009812691,10.419859025436715,1,45.733307807376335,47.9,45,,8,60,77.50153392108399,0.5011191511797246,1.4045564874620333,0.4318861342087548,25,-0.26576489098794226,0,0,0,0,6.000000000002776,0,71.50575240331749,5,-0,0.7837209302325581,0.13819725124780963,5844198.2536,1.1476426799007515,1.5581177937052053,0,0,-0.12936683689608747,-0.00113013,0.15538723926942227,-1
76,GIGGLEUSDT,overheated,2026-04-13 06:19:30.03074+00,tp_hit,35.29,35.27,34.65,-0.05667327854915279,17.578678763822072,1,47.414173140577496,45.9,45,,7,30,69.41548766382971,1.6359222199346495,2.5303254133768953,0.421923867431234,62,0.37649494644873044,3,0,0,0,0.769230769230786,1.861e-05,63.8941661574758,14,-0,0.8020746887966805,0.4503221196014342,7199123.8928,2.3491879350348093,3.6007025761124245,0,0,0.01648751176672438,1.861e-05,0.40926537389527784,-1
69,EDGEUSDT,overheated,2026-04-13 02:25:18.526934+00,tp_hit,0.9032,0.9033,0.8942,0.011071744906996124,10.074172478689247,1,45.49090566269341,50.8,45,,6,60,70.55048966598001,0.8324705401880428,2.0340926792316405,0.4025961694864019,23,0.3284396559617979,4,0,0,0,0.1388888888889026,5e-05,61.40344341871884,10,-0,0.7771428571428571,0.16470491325521294,0,1.096933064696668,1.0689771576459945,0,0,-0.11821312418992344,5e-05,0.20644236974271205,0.3
79,NIGHTUSDT,overheated,2026-04-13 06:55:14.402723+00,tp_hit,0.03907,0.03907,0.03867,0,10.238034297414833,1,45.14704754239759,45.2,45,,5,30,69.5703969680029,0.1828648101094744,19.83312405116824,0.3701411047854647,35,0.6801681416780702,2,0,0,0,0.4000000000000111,0,60.37022404018822,13,-0,0.75,0.1064581341128606,0,0.4628439187451777,0.7220216606498079,0,0,0.01985798023216348,-0.00229676,-0.025425245016747238,0.3
74,1000PEPEUSDT,overheated,2026-04-13 04:46:09.236183+00,tp_hit,0.003493,0.003488,0.003453,-0.14314342971657018,10.034403669724858,1,45.039161844945134,47,45,,7,60,67.959573924285,0.07877400556918496,5.12543028679051,0.7131842263646523,54,-0.09172187611027899,0,0,0,0,2.999999999999566,0,60.88082162343872,3,-0,0.713926568999842,0.056287741091589814,0,0.22955523672884345,0.3159103963239563,0,0,-0.03308731390145894,-0.00016861,0.0010416538891283961,0.3
77,HYPEUSDT,overheated,2026-04-13 06:20:03.951221+00,tp_hit,41.606,41.64,41.219,0.08171898283901101,10.110470701248783,1,46.17742458032694,46.2,45,,6,30,71.49573340971516,0.25796116417316367,4.289579146331309,0.6265863900814665,88,-0.016987137807171995,3,0,0,0,0,0.0001,61.21660255222257,12,-1,0.779283599312821,0.07609515061321769,0,0,0.8435228626297525,0,0,-0.052104236637727695,0.0001,-0.00021836343952960437,0.3
20,BEATUSDT,early_warning,2026-04-12 10:10:42.287969+00,sl_hit,0.31444,0.31402,0.31725,-0.13357079252002796,-10.285969046557401,0,45.17517647425956,,50,direct,7,30,61.663062987441194,0.08564194982716371,0.5443215688464624,0,13,-0.4982042646735206,0,0,0,0,0.08928571428570367,0,67.21715591767335,26,1,0.724,0.18137072810339602,0,0.09231258952729986,,0,0,-0.212429498390026,,0.46923122854703564,-1
36,LABUSDT,early_warning,2026-04-12 17:09:23.490225+00,sl_hit,0.53262,0.53144,0.53745,-0.22154631820058557,-11.30889658286911,0,46.753941566700384,45.5,45,,6,60,67.15074476731388,0.8423237764002125,0.33935490405857033,0,30,-0.6597570391588845,0,0,0,0,0.20270270270276555,0.00061287,73.22471627213667,65,1,0.7747774480712166,0.38065166318548793,15881068.9214,0.3920533795755213,3.7972715612732717,0,0,-0.058789030559033825,0.00061287,-0.07769362603820383,0.3
35,MUSDT,overheated,2026-04-12 16:43:09.566976+00,tp_hit,2.7913,2.7901,2.7613,-0.042990721169358787,10.322210673452542,1,54.346375404818694,52.4,45,,8,60,67.36731633918863,0.013360377875759886,9.69698076482413,0,27,0.020048784182330526,2,0,0,0,2.5714285714288887,5e-05,59.88934171029638,30,1,0.6261436262439837,0.07437311429948146,0,0.3306854534344675,0.2374271530325981,0,0,0.07637790829004662,5e-05,0.1712885898519018,-1
37,AIOUSDT,overheated,2026-04-12 17:29:49.487865+00,tp_hit,0.10855,0.10856,0.1068,0.009212344541695073,16.21223286661752,1,47.25417564570882,45.5,45,,7,60,74.15499449408954,2.513796565512238,1.5237644012516764,0.2597128798560739,63,-0.8476834447260225,0,0,0,0,0,0.00012633,76.28053613903832,37,-1,0.7502793296089385,0.643425852336993,0,0,7.147759584272972,0,0,-0.13263328517566625,0.00012633,0.8087436649443422,-1
10,ENJUSDT,overheated,2026-04-12 08:44:36.496216+00,sl_hit,0.032866,0.032889,0.033234,0.0699811355199969,-10.48982942625188,0,47.374975636154645,,50,direct,7,15,82.64519110711532,1.441373760523335,1.7269832700893748,0,50,-0.29933983506845196,6,0,0,0,0.028571428571456895,0,67.64773168056867,51,-0,0.7644607131871761,0.3125273759671645,30368884.5251,0,,0,0,-0.06317110584298273,,-0.02945039525149488,-0.3
6,DASHUSDT,overheated,2026-04-12 08:16:32.641384+00,sl_hit,42.65,42.7,43.13,0.11723329425557859,-10.07025761124121,0,45.84769747790631,,50,direct,6,15,76.69768886453562,0.5626704160514011,2.1315162274937958,0.22911036239004165,47,0.15432473250794157,4,0,0,0,0.3333333333333136,0,68.37875117620742,28,-0,0.7270529557344507,0.16109330465786215,0,0.732168162494084,,0,0,-0.024989180661995753,,0.5729770921066906,-1
5,BEATUSDT,early_warning,2026-04-12 08:15:16.4898+00,tp_hit,0.31077,0.31058,0.30709,-0.061138462528547786,11.237040376070734,1,45.04341245712551,,50,direct,7,15,60.139238208392655,0.46743750582617666,0,0,20,-0.10219822537275822,6,0,0,0,2.4285714285709754,0,68.41487376538761,20,1,0.5735239013402038,0.33685121826963255,0,0.5793255226875571,,0,0,0.013961605584642234,,0.23900775275654634,-1
18,CROSSUSDT,overheated,2026-04-12 09:40:41.281744+00,sl_hit,0.07452,0.07452,0.07541,0,-11.943102522812694,0,47.746454705474015,,50,direct,8,15,70.31491607160234,0.9002856814372665,2.273016162633806,0.3807795096485258,8,0.17993960666642153,5,0,0,0,0.7619047619047241,0,65.05020857954213,6,-0,0.763157894736842,0.22567595992646558,0,0.458344567268815,,0,0,0.007267645003489993,,0.3031077888158124,-1
2,VVVUSDT,overheated,2026-04-12 07:44:44.261924+00,sl_hit,8.0954,8.0957,8.1777,0.003705808236789747,-10.128833825363952,0,46.48503413434969,,50,direct,7,15,72.26028941020517,0.42257171750849565,15.861103662715717,0.5425778024624924,71,-0.19451418103254176,0,0,0,0,0,0,62.468216043943606,21,-0,0.7895027624309392,0.149411381028002,17062015.4763,0.6652656710478824,,0,0,-0.16203161429224408,,-0.002267182228547161,-1
42,EIGENUSDT,overheated,2026-04-12 18:02:00.875877+00,tp_hit,0.15637,0.15645,0.15467,0.05116070857581168,11.377436880792612,1,45,47.5,45,,6,60,75.08394345585023,0.7312160042722454,2.7015003117101064,0,6,-0.0077197826450870425,0,0,0,0,0,0,76.84847772052794,5,-0,0.617579860376539,0.0993007589381824,0,-0.012788541466840749,1.525280716557403,0,0,0.01603632649959934,-0.00013535,-0.14159913002832475,0.3
13,ZKUSDT,overheated,2026-04-12 09:12:37.448098+00,tp_hit,0.015658,0.015653,0.015495,-0.03193255843656956,10.093911710215304,1,45.886287116928195,,50,direct,7,15,74.54833075758492,0.33498324724122047,10.980025663068501,0.8249769417571443,30,-0.03486952601591005,4,0,0,0,0.1666666666665221,0,62.12860204587324,3,-0,0.7533333333333334,0.07180766091264186,0,0.8631795928884224,,0,0,0.07492835674845295,,-0.11650352977038705,-0.3
38,SUIUSDT,overheated,2026-04-12 17:53:14.364375+00,expired,0.9102,0.9098,0.9082,-0.0439463854097952,1.7586282699494897,1,51.333333333333336,50.6,45,,7,60,74.65122079916314,0.21684051526009504,10.15147082380152,0.6236652935775735,70,0.2403646319867845,4,0,0,0,0.4166666666666744,0.0001,72.6041627957329,7,-0,0.8087912087912088,0.05766194504495097,40884169.577,0.5523641184268675,0.8205810601020139,0,0,-0.13199425304340037,0.0001,0.014123070610076298,0.3
45,AAVEUSDT,early_warning,2026-04-12 18:55:49.743121+00,tp_hit,91.02,91.03,90.11,0.010986596352455632,10.106558277490956,1,47.66582182232894,49,45,,7,60,68.68396788089082,0.22445836193017604,0.5121624511962207,0,24,-0.03535426266784635,6,0,0,0,0.9999999999996447,0,71.47162603856157,42,1,0.5428209352426685,0.09679714674770956,0,0.20918198832984447,0.942454817607283,0,0,-0.03769460896766409,-6.626e-05,0.057472986889229714,-1
44,NEARUSDT,overheated,2026-04-12 18:06:34.689184+00,tp_hit,1.3606,1.361,1.3451,0.029398794649416138,11.682586333578268,1,50.84304295811373,46,45,,7,60,64.99914830486922,0.3404088008198919,5.605727417757307,0,32,-0.13571543643105835,0,0,0,0,0.16666666666666666,0,68.52940619129728,36,1,0.816883116883117,0.10458059743713347,0,0.1693293086946896,0.7192110921628265,0,0,-0.021514357669872603,-0.00011683,0.029731354428299307,0.3
46,1000BONKUSDT,overheated,2026-04-12 19:15:51.089279+00,tp_hit,0.005728,0.00572,0.005658,-0.139664804469262,10.839160839160913,1,49.478496865405475,45.8,45,,8,60,72.75774992296527,0.09899497257425875,2.0620547799713664,0.676805187211023,46,0.010415072748180793,10,0,0,0,0,0,63.19552578360163,7,-0,0.5351237804033993,0.052085682475385,0,0.15737016961006225,-0.06972285166462723,0,0,-0.0719702560426158,-6.878e-05,0.015579634226240414,0.3
41,ROSEUSDT,early_warning,2026-04-12 17:55:16.773475+00,tp_hit,0.010814,0.010819,0.010709,0.046236360273717365,10.16729827155936,1,46.18807794032452,45.8,45,,7,60,72.42791714395602,0.3348135093357916,1.2708245455641842,0.3411575405260282,5,-0.07078637596472209,5,0,0,0,2.7499999999993494,0.0001,68.13063231000318,2,-0,0.6264508969853633,0.09069966293138554,0,0.7640700708162549,1.1599625818522064,0,0,-0.20150970565240056,0.0001,0.22507686783954042,-1
40,FILUSDT,early_warning,2026-04-12 17:53:43.059386+00,tp_hit,0.8784,0.8782,0.869,-0.02276867030965141,10.475973582327471,1,47.60199387790413,50.7,45,,7,60,80.15502484720837,0.4577702915954397,1.0481955611919134,0,14,-0.05985115425951773,5,0,0,0,0.33333333333327164,0,80.23657996929124,26,1,0.5063152915696304,0.09391566324815732,0,0.8033050263943088,1.6545181071387356,0,0,-0.13199425304340037,-7.065e-05,0.0012332392160749077,0.3
43,GMTUSDT,early_warning,2026-04-12 18:03:28.588421+00,tp_hit,0.010713,0.010699,0.010592,-0.13068234854849362,10.000934666791238,1,45,48.1,45,,6,60,73.99788158941749,0.2113093612376234,0,0,9,-0.18685899120498872,0,0,0,0,0.08333333333341766,0.0001,71.95122106140045,6,1,0.7059191705763597,0.09337660111244309,3232266.8086,0.1776697213390679,1.7397090978229786,0,0,0.056290458767238954,0.0001,-0.060189523837607666,-1
39,SPXUSDT,overheated,2026-04-12 17:53:18.311737+00,tp_hit,0.3053,0.3055,0.3024,0.06550933508024172,10.147299509001611,1,45.521263067341565,52.8,45,,6,60,82.94790179356497,0.7077088058193818,4.75774045205342,0.5610914256561017,13,0.9192376575429145,4,0,0,0,0,5e-05,56.96927734672937,5,-0,0.3857142857142857,0.15092912194863523,0,1.1597084161696496,1.9365609348914952,0,0,-0.13199425304340037,5e-05,0.03939332350998425,-1
81,BANUSDT,early_warning,2026-04-13 06:58:46.231254+00,tp_hit,0.09343,0.0936,0.09235,0.18195440436690943,13.354700854700868,1,49.012888414158134,47.3,45,,7,30,72.20472900479142,2.448738765024811,0,0,32,0.001424007824320117,4,0,0,0.7,0.13888888888891246,0.00015428,68.63225391582736,33,1,0.7616822429906542,0.9797268127344192,11194418.4708,2.0981313517648403,5.607794267588077,0,0,0.009012573948885653,0.00015428,-0.19194559430273883,-1
78,WETUSDT,overheated,2026-04-13 06:50:49.866426+00,tp_hit,0.10978,0.10969,0.10854,-0.08198214611040876,10.484091530677349,1,49.595810758306996,46.9,45,,7,30,73.56179638929284,0.5796463639954358,2.768680917502448,0.4768044892084296,40,-0.12063654036252494,9,0,0,0,1.799999999999556,5e-05,62.13883442778381,7,-0,0.7697674418604652,0.253343013784402,8830259.3766,1.7329255861365922,0.7140869887786393,0,0,-0.023931763503497554,5e-05,-1.1093776233639123,-0.3
82,LABUSDT,overheated,2026-04-13 07:04:40.734163+00,tp_hit,0.54917,0.54922,0.54282,0.00910464883369348,11.65288955245634,1,47.55593559454794,47.6,45,,7,30,68.73594183151059,1.4349193643147835,2.258102434128392,0.13933553470833507,34,-0.11988197731828407,6,0,0,0.7,0.02941176470582953,5e-05,60.33832334974372,30,-0,0.7814814814814814,0.2940535746941821,0,2.5604153438165316,0.943431129527564,0,0,0.014087701577399945,5e-05,-0.04607373728598136,0.3
83,AIOUSDT,overheated,2026-04-13 07:16:39.815704+00,tp_hit,0.11508,0.1152,0.1136,0.10427528675703433,13.888888888888804,1,46.61141581619743,48.6,45,,9,30,60.90498681811371,2.9393278245278083,1.6457818612396427,0.41070979924079515,19,-0.624747314539224,6,0,0,0.7,11.999999999999075,5e-05,49.45986694552291,8,-0,0.7410958904109589,0.6160876710020431,0,3.5543957527220322,0.09616225194509921,0,0,-0.011428845559619519,5e-05,-0.4646072935794594,-1
84,0GUSDT,overheated,2026-04-13 07:20:44.242562+00,sl_hit,0.6227,0.6227,0.6292,0,-10.438413361169022,0,48.71787795101731,45,45,,7,30,69.69673907540461,0.7022985080985882,1.608159037520188,0,10,-0.03552819332212025,1,0,0,0,1,0,52.60329046394418,19,1,0.6301472949108795,0.16825781622530628,27239016.901,0.16084928422068534,1.2353706111833633,0,0,0.05873748298588503,-0.00513141,0.3564950304067062,-0.3
8,CFGUSDT,early_warning,2026-04-12 08:36:40.045324+00,tp_hit,0.2114,0.2113,0.2091,-0.04730368968780357,10.411736867013628,1,45.43123959180974,,50,direct,7,15,67.2734976652224,0.9730795748739075,0.9747575280256534,0,16,-0.31276040091111523,0,0,0,0,0,0,64.57553744373371,17,1,0.6151608111943159,0.31519605718120197,0,0.5230622919638696,,0,0,0.01939964382811382,,0.8764115251099353,0.3
12,PARTIUSDT,overheated,2026-04-12 09:10:25.434594+00,tp_hit,0.04857,0.04862,0.0481,0.10294420424128987,10.695187165775392,1,46.891430808215844,,50,direct,7,15,74.2535510879842,0.3463092225187004,2.186968593089368,0.5134732092635501,16,-0.07047569402919593,4,0,0,0,0,0,53.572860538326445,9,-0,0.7724137931034483,0.12733197744513527,0,0.6215040397762619,,0,0,0.07688694543543173,,0.05128151470107804,-0.3
21,WLDUSDT,overheated,2026-04-12 10:18:21.585772+00,closed_manual,0.2947,0.295,0.2927,0.1017984390905894,7.79661016949142,1,47.176949709052316,,50,direct,6,30,80.54074096691089,0.34000962854329736,41.12065179550633,0.725611713462807,93,0.7530822495027699,2,0,0,0,0.17391304347826822,0,74.61199708388244,7,-1,0.3819230769230769,0.15393655786563268,0,0,,0,0,-0.03141905195454431,,0.02407544064709806,-1
23,1000TAGUSDT,overheated,2026-04-12 11:05:50.875459+00,sl_hit,0.8538,0.8526,0.8652,-0.1405481377371725,-14.778325123152644,0,50.38065248386071,,50,direct,7,30,67.41659025808569,0.8397467026944405,4.096205584944103,0,18,0.022692916597963353,4,0,0,0,0.40000000000004443,0,63.90807930100758,17,1,0.7306382978723405,0.3537680233857364,0,0.9458500827618831,,0,0,0.016246043528200638,,-1.1488685619090222,-1
22,BANUSDT,early_warning,2026-04-12 11:04:15.127445+00,sl_hit,0.06808,0.06806,0.06875,-0.02937720329025576,-10.138113429327213,0,45,,50,direct,6,30,73.50607915663586,0.8154222742344385,0.26480219107061015,0,21,-0.013484074557045145,2,0,0,0,0.7500000000000867,0,75.29675121571216,23,1,0.775,0.25127871777429306,0,1.5513126491646767,,0,0,-0.06898684492231404,,0.04208268294893948,-1
24,CROSSUSDT,overheated,2026-04-12 11:25:57.58583+00,sl_hit,0.0768,0.07683,0.07737,0.03906250000000293,-7.028504490433409,0,45.94240359874209,,50,direct,7,30,68.68552764246091,1.1440845163429725,2.076214063603361,0.5032238849685493,16,-0.17604063861400582,0,0,0,0,0,0,66.73643925611924,3,-0,0.8235294117647058,0.3020584878584588,5907290.2452,0.8270972823946325,,0,0,-0.00909343999238949,,0.3341988797253513,-1
3,ARBUSDT,overheated,2026-04-12 07:55:36.115364+00,tp_hit,0.11084,0.11086,0.10973,0.018044027426927213,10.193036261952065,1,46.27037034432485,,50,direct,7,15,59.242627927297086,0.14676319215328196,2.292697400944722,0,16,-0.12442207384539472,0,0,0,0,0,0,49.404798705199376,20,1,0.5846537256500386,0.06921616864051523,0,0.018047283883768497,,0,0,0.0013945270391820263,,0.1066825661786984,-1
26,AEROUSDT,overheated,2026-04-12 12:25:20.612529+00,tp_hit,0.3689,0.369,0.3651,0.02710761724044158,10.56910569105695,1,49.90046422034785,,45,direct,7,60,72.78939468121237,0,22.956651251271243,0.5049013863113345,20,0.19003291943028597,1,0,0,0,1.8750000000000782,0,60.14427315835671,6,-0,0.6013008130081212,0.05519852258565881,0,0.24456521739130757,0.1356483993488878,0,0,0.0009808537351073355,-6.47e-05,0.02885770329240652,-1
